NC_020230.1_461,GCF_000338095.1,WP_015381336_1,462,1-462,462,cog.000079,cls.000026,0
NZ_CP065982.1_180,GCF_016127095.1,WP_015381336_1,462,1-462,462,cog.000079,cls.000026,0
NZ_CP066064.1_21,GCF_016127975.1,WP_012359728_1,462,1-462,462,cog.000079,cls.000026,0
NZ_CP066289.1_1776,GCF_016403265.1,WP_200973675_1,462,1-462,462,cog.000079,cls.000026,0
NZ_CP063191.1_1568,GCF_028609845.1,WP_112770190_1,464,1-464,464,cog.000079,cls.000026,0
NZ_CP136640.1_434,GCF_032918165.1,WP_317209787_1,462,1-462,462,cog.000079,cls.000026,0
NZ_LT906481.1_1872,GCF_900187235.1,WP_012359728_1,462,1-462,462,cog.000079,cls.000026,0
NC_010545.1_375,GCF_000069945.1,WP_012359631_1,446,1-446,446,cog.000080,cls.000026,0
NC_020230.1_365,GCF_000338095.1,WP_015381275_1,446,1-446,446,cog.000080,cls.000026,0
NZ_CP065982.1_84,GCF_016127095.1,WP_015381275_1,446,1-446,446,cog.000080,cls.000026,0
NZ_CP066064.1_118,GCF_016127975.1,WP_012359631_1,446,1-446,446,cog.000080,cls.000026,0
NZ_CP066289.1_1875,GCF_016403265.1,WP_012359631_1,446,1-446,446,cog.000080,cls.000026,0
NZ_CP063191.1_1659,GCF_028609845.1,WP_112769127_1,447,1-447,447,cog.000080,cls.000026,0
NZ_CP136640.1_339,GCF_032918165.1,WP_317209726_1,446,1-446,446,cog.000080,cls.000026,0
NZ_LT906481.1_1776,GCF_900187235.1,WP_012359631_1,446,1-446,446,cog.000080,cls.000026,0
NC_010545.1_1354,GCF_000069945.1,WP_012360627_1,206,1-206,206,cog.000081,cls.000027,0
NC_020230.1_1342,GCF_000338095.1,WP_015381802_1,206,1-206,206,cog.000081,cls.000027,0
NZ_CP065982.1_1074,GCF_016127095.1,WP_015381802_1,206,1-206,206,cog.000081,cls.000027,0
NZ_CP066064.1_1107,GCF_016127975.1,WP_012360627_1,206,1-206,206,cog.000081,cls.000027,0
NZ_CP066289.1_883,GCF_016403265.1,WP_012360627_1,206,1-206,206,cog.000081,cls.000027,0
NZ_CP063191.1_599,GCF_028609845.1,WP_112768896_1,206,1-206,206,cog.000081,cls.000027,0
NZ_CP136640.1_1387,GCF_032918165.1,WP_070757576_1,206,1-206,206,cog.000081,cls.000027,0
NZ_LT906481.1_790,GCF_900187235.1,WP_012360627_1,206,1-206,206,cog.000081,cls.000027,0
NC_010545.1_1472,GCF_000069945.1,WP_012360751_1,377,1-377,377,cog.000082,cls.000028,0
NC_020230.1_1430,GCF_000338095.1,WP_015381871_1,378,1-378,378,cog.000082,cls.000028,0
NZ_CP065982.1_1164,GCF_016127095.1,WP_015381871_1,378,1-378,378,cog.000082,cls.000028,0
NZ_CP066064.1_989,GCF_016127975.1,WP_012360751_1,377,1-377,377,cog.000082,cls.000028,0
NZ_CP066289.1_760,GCF_016403265.1,WP_200973876_1,378,1-378,378,cog.000082,cls.000028,0
NZ_CP063191.1_481,GCF_028609845.1,WP_112770356_1,378,1-378,378,cog.000082,cls.000028,0
NZ_CP136640.1_1546,GCF_032918165.1,WP_148792558_1,377,1-377,377,cog.000082,cls.000028,0
NZ_LT906481.1_909,GCF_900187235.1,WP_012360751_1,377,1-377,377,cog.000082,cls.000028,0
NC_010545.1_695,GCF_000069945.1,WP_012359956_1,371,1-371,371,cog.000083,cls.000028,0
NC_020230.1_687,GCF_000338095.1,WP_015381452_1,371,1-371,371,cog.000083,cls.000028,0
NZ_CP065982.1_410,GCF_016127095.1,WP_015381452_1,371,1-371,371,cog.000083,cls.000028,0
NZ_CP066064.1_1770,GCF_016127975.1,WP_012359956_1,371,1-371,371,cog.000083,cls.000028,0
NZ_CP066289.1_1550,GCF_016403265.1,WP_012359956_1,371,1-371,371,cog.000083,cls.000028,0
NZ_CP063191.1_1289,GCF_028609845.1,WP_112769217_1,358,1-358,358,cog.000083,cls.000028,0
NZ_CP136640.1_709,GCF_032918165.1,WP_070760888_1,371,1-371,371,cog.000083,cls.000028,0
NZ_LT906481.1_127,GCF_900187235.1,WP_012359956_1,371,1-371,371,cog.000083,cls.000028,0
NC_010545.1_1711,GCF_000069945.1,WP_012360996_1,437,1-437,437,cog.000084,cls.000029,0
NC_020230.1_1660,GCF_000338095.1,WP_015381952_1,437,1-437,437,cog.000084,cls.000029,0
NZ_CP065982.1_1413,GCF_016127095.1,WP_015381952_1,437,1-437,437,cog.000084,cls.000029,0
NZ_CP066064.1_739,GCF_016127975.1,WP_012360996_1,437,1-437,437,cog.000084,cls.000029,0
NZ_CP066289.1_506,GCF_016403265.1,WP_012360996_1,437,1-437,437,cog.000084,cls.000029,0
NZ_CP063191.1_242,GCF_028609845.1,WP_112769303_1,405,1-405,405,cog.000084,cls.000029,0
NZ_CP136640.1_1752,GCF_032918165.1,WP_317209351_1,437,1-437,437,cog.000084,cls.000029,0
NZ_LT906481.1_1154,GCF_900187235.1,WP_012360996_1,437,1-437,437,cog.000084,cls.000029,0
NC_010545.1_450,GCF_000069945.1,WP_012359707_1,444,1-444,444,cog.000085,cls.000029,0
NC_020230.1_440,GCF_000338095.1,WP_015381320_1,444,1-444,444,cog.000085,cls.000029,0
NZ_CP065982.1_159,GCF_016127095.1,WP_015381320_1,444,1-444,444,cog.000085,cls.000029,0
NZ_CP066064.1_42,GCF_016127975.1,WP_012359707_1,444,1-444,444,cog.000085,cls.000029,0
NZ_CP066289.1_1797,GCF_016403265.1,WP_200973685_1,444,1-444,444,cog.000085,cls.000029,0
NZ_CP063191.1_1593,GCF_028609845.1,WP_112768718_1,425,1-425,425,cog.000085,cls.000029,0
NZ_CP136640.1_415,GCF_032918165.1,WP_148813267_1,444,1-444,444,cog.000085,cls.000029,0
NZ_LT906481.1_1852,GCF_900187235.1,WP_012359707_1,444,1-444,444,cog.000085,cls.000029,0
NC_010545.1_1783,GCF_000069945.1,WP_012361076_1,374,1-374,374,cog.000086,cls.000030,0
NC_020230.1_1727,GCF_000338095.1,WP_015382001_1,374,1-374,374,cog.000086,cls.000030,0
NZ_CP065982.1_1481,GCF_016127095.1,WP_015382001_1,374,1-374,374,cog.000086,cls.000030,0
NZ_CP066064.1_667,GCF_016127975.1,WP_012361076_1,374,1-374,374,cog.000086,cls.000030,0
NZ_CP066289.1_436,GCF_016403265.1,WP_200973804_1,374,1-374,374,cog.000086,cls.000030,0
NZ_CP063191.1_1816,GCF_028609845.1,WP_112768483_1,382,1-382,382,cog.000086,cls.000030,0
NZ_CP136640.1_1818,GCF_032918165.1,WP_317209390_1,374,1-374,374,cog.000086,cls.000030,0
NZ_LT906481.1_1226,GCF_900187235.1,WP_012361076_1,374,1-374,374,cog.000086,cls.000030,0
NC_010545.1_1456,GCF_000069945.1,WP_012360734_1,785,1-785,785,cog.000087,cls.000032,0
NC_020230.1_1415,GCF_000338095.1,WP_015381859_1,785,1-785,785,cog.000087,cls.000032,0
NZ_CP065982.1_1148,GCF_016127095.1,WP_015381859_1,785,1-785,785,cog.000087,cls.000032,0
NZ_CP066064.1_1005,GCF_016127975.1,WP_012360734_1,785,1-785,785,cog.000087,cls.000032,0
NZ_CP066289.1_777,GCF_016403265.1,WP_200973877_1,785,1-785,785,cog.000087,cls.000032,0
NZ_CP063191.1_1473,GCF_028609845.1,WP_112769816_1,799,1-799,799,cog.000087,cls.000032,0
NZ_CP136640.1_1530,GCF_032918165.1,WP_317209184_1,785,1-785,785,cog.000087,cls.000032,0
NZ_LT906481.1_893,GCF_900187235.1,WP_012360734_1,785,1-785,785,cog.000087,cls.000032,0
NC_010545.1_595,GCF_000069945.1,WP_041628571_1,262,1-262,262,cog.000088,cls.000033,0
NC_020230.1_588,GCF_000338095.1,WP_232620321_1,262,1-262,262,cog.000088,cls.000033,0
NZ_CP065982.1_308,GCF_016127095.1,WP_232620321_1,262,1-262,262,cog.000088,cls.000033,0
NZ_CP066064.1_1870,GCF_016127975.1,WP_041628571_1,262,1-262,262,cog.000088,cls.000033,0
NZ_CP066289.1_1652,GCF_016403265.1,WP_236251583_1,262,1-262,262,cog.000088,cls.000033,0
NZ_CP063191.1_1437,GCF_028609845.1,WP_112770041_1,256,1-256,256,cog.000088,cls.000033,0
NZ_CP136640.1_601,GCF_032918165.1,WP_246818048_1,262,1-262,262,cog.000088,cls.000033,0
NZ_LT906481.1_27,GCF_900187235.1,WP_041628571_1,262,1-262,262,cog.000088,cls.000033,0
NC_010545.1_1301,GCF_000069945.1,WP_231837626_1,249,1-249,249,cog.000089,cls.000033,0
NC_020230.1_1291,GCF_000338095.1,WP_231837626_1,249,1-249,249,cog.000089,cls.000033,0
NZ_CP065982.1_1023,GCF_016127095.1,WP_231837626_1,249,1-249,249,cog.000089,cls.000033,0
NZ_CP066064.1_1159,GCF_016127975.1,WP_012360574_1,252,1-252,252,cog.000089,cls.000033,0
NZ_CP066289.1_935,GCF_016403265.1,WP_231837626_1,249,1-249,249,cog.000089,cls.000033,0
NZ_CP063191.1_657,GCF_028609845.1,WP_273661470_1,238,1-238,238,cog.000089,cls.000033,0
NZ_CP136640.1_1335,GCF_032918165.1,WP_070761615_1,252,1-252,252,cog.000089,cls.000033,0
NZ_LT906481.1_738,GCF_900187235.1,WP_231837626_1,249,1-249,249,cog.000089,cls.000033,0
NC_010545.1_546,GCF_000069945.1,WP_012359804_1,412,1-412,412,cog.000090,cls.000034,0
NC_020230.1_529,GCF_000338095.1,WP_015381375_1,412,1-412,412,cog.000090,cls.000034,0
NZ_CP065982.1_248,GCF_016127095.1,WP_015381375_1,412,1-412,412,cog.000090,cls.000034,0
NZ_CP066064.1_1919,GCF_016127975.1,WP_012359804_1,412,1-412,412,cog.000090,cls.000034,0
NZ_CP066289.1_1701,GCF_016403265.1,WP_012359804_1,412,1-412,412,cog.000090,cls.000034,0
NZ_CP063191.1_1498,GCF_028609845.1,WP_112770025_1,456,1-456,456,cog.000090,cls.000034,0
NZ_CP136640.1_500,GCF_032918165.1,WP_317209839_1,412,1-412,412,cog.000090,cls.000034,0
NZ_LT906481.1_1949,GCF_900187235.1,WP_012359804_1,412,1-412,412,cog.000090,cls.000034,0
NC_010545.1_501,GCF_000069945.1,WP_012359759_1,716,1-716,716,cog.000091,cls.000035,0
NC_020230.1_492,GCF_000338095.1,WP_012359759_1,716,1-716,716,cog.000091,cls.000035,0
NZ_CP065982.1_211,GCF_016127095.1,WP_012359759_1,716,1-716,716,cog.000091,cls.000035,0
NZ_CP066064.1_1966,GCF_016127975.1,WP_012359759_1,716,1-716,716,cog.000091,cls.000035,0
NZ_CP066289.1_1746,GCF_016403265.1,WP_200973664_1,716,1-716,716,cog.000091,cls.000035,0
NZ_CP063191.1_1534,GCF_028609845.1,WP_273661053_1,711,1-711,711,cog.000091,cls.000035,0
NZ_CP136640.1_464,GCF_032918165.1,WP_317209810_1,716,1-716,716,cog.000091,cls.000035,0
NZ_LT906481.1_1902,GCF_900187235.1,WP_012359759_1,716,1-716,716,cog.000091,cls.000035,0
NC_010545.1_524,GCF_000069945.1,WP_231837774_1,877,1-877,877,cog.000092,cls.000035,0
NC_020230.1_507,GCF_000338095.1,WP_232620320_1,877,1-877,877,cog.000092,cls.000035,0
NZ_CP065982.1_226,GCF_016127095.1,WP_232620320_1,877,1-877,877,cog.000092,cls.000035,0
NZ_CP066064.1_1941,GCF_016127975.1,WP_231837774_1,877,1-877,877,cog.000092,cls.000035,0
NZ_CP066289.1_1723,GCF_016403265.1,WP_236251584_1,877,1-877,877,cog.000092,cls.000035,0
NZ_CP063191.1_1521,GCF_028609845.1,WP_238599323_1,821,1-821,821,cog.000092,cls.000035,0
NZ_CP136640.1_478,GCF_032918165.1,WP_317210299_1,877,1-877,877,cog.000092,cls.000035,0
NZ_LT906481.1_1927,GCF_900187235.1,WP_231837774_1,877,1-877,877,cog.000092,cls.000035,0
NC_010545.1_1925,GCF_000069945.1,WP_012361215_1,745,1-745,745,cog.000093,cls.000036,0
NC_020230.1_1859,GCF_000338095.1,WP_015382106_1,745,1-745,745,cog.000093,cls.000036,0
NZ_CP065982.1_1771,GCF_016127095.1,WP_015382106_1,745,1-745,745,cog.000093,cls.000036,0
NZ_CP066064.1_529,GCF_016127975.1,WP_012361215_1,745,1-745,745,cog.000093,cls.000036,0
NZ_CP066289.1_319,GCF_016403265.1,WP_012361215_1,745,1-745,745,cog.000093,cls.000036,0
NZ_CP063191.1_1950,GCF_028609845.1,WP_112769368_1,690,1-690,690,cog.000093,cls.000036,0
NZ_CP136640.1_1941,GCF_032918165.1,WP_317209474_1,746,1-746,746,cog.000093,cls.000036,0
NZ_LT906481.1_1364,GCF_900187235.1,WP_012361215_1,745,1-745,745,cog.000093,cls.000036,0
NC_010545.1_1814,GCF_000069945.1,WP_231837668_1,714,1-714,714,cog.000094,cls.000036,0
NC_020230.1_1758,GCF_000338095.1,WP_015382027_1,726,1-726,726,cog.000094,cls.000036,0
NZ_CP065982.1_1512,GCF_016127095.1,WP_232620185_1,714,1-714,714,cog.000094,cls.000036,0
NZ_CP066064.1_637,GCF_016127975.1,WP_231837668_1,714,1-714,714,cog.000094,cls.000036,0
NZ_CP066289.1_405,GCF_016403265.1,WP_232620185_1,714,1-714,714,cog.000094,cls.000036,0
NZ_CP063191.1_1853,GCF_028609845.1,WP_273661127_1,766,1-766,766,cog.000094,cls.000036,0
NZ_CP136640.1_1849,GCF_032918165.1,WP_148811338_1,726,1-726,726,cog.000094,cls.000036,0
NZ_LT906481.1_1256,GCF_900187235.1,WP_231837668_1,714,1-714,714,cog.000094,cls.000036,0
NC_010545.1_826,GCF_000069945.1,WP_012360089_1,475,1-475,475,cog.000095,cls.000038,0
NC_020230.1_815,GCF_000338095.1,WP_015381556_1,475,1-475,475,cog.000095,cls.000038,0
NZ_CP065982.1_540,GCF_016127095.1,WP_015381556_1,475,1-475,475,cog.000095,cls.000038,0
NZ_CP066064.1_1638,GCF_016127975.1,WP_012360089_1,475,1-475,475,cog.000095,cls.000038,0
NZ_CP066289.1_1420,GCF_016403265.1,WP_015381556_1,475,1-475,475,cog.000095,cls.000038,0
NZ_CP063191.1_1128,GCF_028609845.1,WP_273660977_1,484,1-484,484,cog.000095,cls.000038,0
NZ_CP136640.1_840,GCF_032918165.1,WP_317210165_1,475,1-475,475,cog.000095,cls.000038,0
NZ_LT906481.1_260,GCF_900187235.1,WP_012360089_1,475,1-475,475,cog.000095,cls.000038,0
NC_010545.1_1782,GCF_000069945.1,WP_012361075_1,474,1-474,474,cog.000096,cls.000038,0
NC_020230.1_1726,GCF_000338095.1,WP_015381999_1,474,1-474,474,cog.000096,cls.000038,0
NZ_CP065982.1_1480,GCF_016127095.1,WP_015381999_1,474,1-474,474,cog.000096,cls.000038,0
NZ_CP066064.1_668,GCF_016127975.1,WP_012361075_1,474,1-474,474,cog.000096,cls.000038,0
NZ_CP066289.1_437,GCF_016403265.1,WP_012361075_1,474,1-474,474,cog.000096,cls.000038,0
NZ_CP063191.1_1815,GCF_028609845.1,WP_112768484_1,477,1-477,477,cog.000096,cls.000038,0
NZ_CP136640.1_1817,GCF_032918165.1,WP_012361075_1,474,1-474,474,cog.000096,cls.000038,0
NZ_LT906481.1_1225,GCF_900187235.1,WP_012361075_1,474,1-474,474,cog.000096,cls.000038,0
NC_010545.1_409,GCF_000069945.1,WP_012359666_1,444,1-444,444,cog.000097,cls.000040,0
NC_020230.1_399,GCF_000338095.1,WP_015381305_1,444,1-444,444,cog.000097,cls.000040,0
NZ_CP065982.1_118,GCF_016127095.1,WP_015381305_1,444,1-444,444,cog.000097,cls.000040,0
NZ_CP066064.1_83,GCF_016127975.1,WP_012359666_1,444,1-444,444,cog.000097,cls.000040,0
NZ_CP066289.1_1838,GCF_016403265.1,WP_200973695_1,444,1-444,444,cog.000097,cls.000040,0
NZ_CP063191.1_1633,GCF_028609845.1,WP_273661089_1,439,1-439,439,cog.000097,cls.000040,0
NZ_CP136640.1_374,GCF_032918165.1,WP_317209757_1,444,1-444,444,cog.000097,cls.000040,0
NZ_LT906481.1_1811,GCF_900187235.1,WP_012359666_1,444,1-444,444,cog.000097,cls.000040,0
NC_010545.1_1310,GCF_000069945.1,WP_012360583_1,380,1-380,380,cog.000098,cls.000041,0
NC_020230.1_1300,GCF_000338095.1,WP_012360583_1,380,1-380,380,cog.000098,cls.000041,0
NZ_CP065982.1_1032,GCF_016127095.1,WP_012360583_1,380,1-380,380,cog.000098,cls.000041,0
NZ_CP066064.1_1150,GCF_016127975.1,WP_012360583_1,380,1-380,380,cog.000098,cls.000041,0
NZ_CP066289.1_926,GCF_016403265.1,WP_012360583_1,380,1-380,380,cog.000098,cls.000041,0
NZ_CP063191.1_649,GCF_028609845.1,WP_112768859_1,380,1-380,380,cog.000098,cls.000041,0
NZ_CP136640.1_1344,GCF_032918165.1,WP_317209101_1,380,1-380,380,cog.000098,cls.000041,0
NZ_LT906481.1_747,GCF_900187235.1,WP_012360583_1,380,1-380,380,cog.000098,cls.000041,0
NC_010545.1_1761,GCF_000069945.1,WP_012361046_1,401,1-401,401,cog.000099,cls.000041,0
NC_020230.1_1706,GCF_000338095.1,WP_015381983_1,401,1-401,401,cog.000099,cls.000041,0
NZ_CP065982.1_1459,GCF_016127095.1,WP_015381983_1,401,1-401,401,cog.000099,cls.000041,0
NZ_CP066064.1_689,GCF_016127975.1,WP_012361046_1,401,1-401,401,cog.000099,cls.000041,0
NZ_CP066289.1_460,GCF_016403265.1,WP_148820308_1,402,1-402,402,cog.000099,cls.000041,0
NZ_CP063191.1_191,GCF_028609845.1,WP_112769282_1,408,1-408,408,cog.000099,cls.000041,0
NZ_CP136640.1_1801,GCF_032918165.1,WP_317209383_1,401,1-401,401,cog.000099,cls.000041,0
NZ_LT906481.1_1204,GCF_900187235.1,WP_012361046_1,401,1-401,401,cog.000099,cls.000041,0
NC_010545.1_877,GCF_000069945.1,WP_050816643_1,338,1-338,338,cog.000100,cls.000042,0
NC_020230.1_866,GCF_000338095.1,WP_043951908_1,338,1-338,338,cog.000100,cls.000042,0
NZ_CP065982.1_591,GCF_016127095.1,WP_043951908_1,338,1-338,338,cog.000100,cls.000042,0
NZ_CP066064.1_1587,GCF_016127975.1,WP_050816643_1,338,1-338,338,cog.000100,cls.000042,0
NZ_CP066289.1_1369,GCF_016403265.1,WP_043951908_1,338,1-338,338,cog.000100,cls.000042,0
NZ_CP063191.1_1063,GCF_028609845.1,WP_112769139_1,334,1-334,334,cog.000100,cls.000042,0
NZ_CP136640.1_891,GCF_032918165.1,WP_187441025_1,338,1-338,338,cog.000100,cls.000042,0
NZ_LT906481.1_311,GCF_900187235.1,WP_050816643_1,338,1-338,338,cog.000100,cls.000042,0
NC_010545.1_238,GCF_000069945.1,WP_012359504_1,367,1-367,367,cog.000101,cls.000042,0
NC_020230.1_242,GCF_000338095.1,WP_015381184_1,367,1-367,367,cog.000101,cls.000042,0
NZ_CP065982.1_1576,GCF_016127095.1,WP_015381184_1,367,1-367,367,cog.000101,cls.000042,0
NZ_CP066064.1_256,GCF_016127975.1,WP_012359504_1,367,1-367,367,cog.000101,cls.000042,0
NZ_CP066289.1_42,GCF_016403265.1,WP_015381184_1,367,1-367,367,cog.000101,cls.000042,0
NZ_CP063191.1_1749,GCF_028609845.1,WP_273661109_1,373,1-373,373,cog.000101,cls.000042,0
NZ_CP136640.1_217,GCF_032918165.1,WP_317209643_1,367,1-367,367,cog.000101,cls.000042,0
NZ_LT906481.1_1638,GCF_900187235.1,WP_012359504_1,367,1-367,367,cog.000101,cls.000042,0
NC_010545.1_1414,GCF_000069945.1,WP_012360691_1,369,1-369,369,cog.000102,cls.000043,0
NC_020230.1_1373,GCF_000338095.1,WP_015381828_1,369,1-369,369,cog.000102,cls.000043,0
NZ_CP065982.1_1106,GCF_016127095.1,WP_015381828_1,369,1-369,369,cog.000102,cls.000043,0
NZ_CP066064.1_1047,GCF_016127975.1,WP_012360691_1,369,1-369,369,cog.000102,cls.000043,0
NZ_CP066289.1_819,GCF_016403265.1,WP_200973885_1,369,1-369,369,cog.000102,cls.000043,0
NZ_CP063191.1_360,GCF_028609845.1,WP_112769996_1,367,1-367,367,cog.000102,cls.000043,0
NZ_CP136640.1_1457,GCF_032918165.1,WP_070759080_1,369,1-369,369,cog.000102,cls.000043,0
NZ_LT906481.1_851,GCF_900187235.1,WP_012360691_1,369,1-369,369,cog.000102,cls.000043,0
NC_010545.1_854,GCF_000069945.1,WP_012360118_1,288,1-288,288,cog.000103,cls.000044,0
NC_020230.1_843,GCF_000338095.1,WP_015381578_1,288,1-288,288,cog.000103,cls.000044,0
NZ_CP065982.1_568,GCF_016127095.1,WP_015381578_1,288,1-288,288,cog.000103,cls.000044,0
NZ_CP066064.1_1610,GCF_016127975.1,WP_012360118_1,288,1-288,288,cog.000103,cls.000044,0
NZ_CP066289.1_1392,GCF_016403265.1,WP_015381578_1,288,1-288,288,cog.000103,cls.000044,0
NZ_CP063191.1_1086,GCF_028609845.1,WP_112769397_1,291,1-291,291,cog.000103,cls.000044,0
NZ_CP136640.1_868,GCF_032918165.1,WP_317210181_1,288,1-288,288,cog.000103,cls.000044,0
NZ_LT906481.1_288,GCF_900187235.1,WP_012360118_1,288,1-288,288,cog.000103,cls.000044,0
NC_010545.1_1911,GCF_000069945.1,WP_012361200_1,248,1-248,248,cog.000104,cls.000044,0
NC_020230.1_1845,GCF_000338095.1,WP_012361200_1,248,1-248,248,cog.000104,cls.000044,0
NZ_CP065982.1_1757,GCF_016127095.1,WP_012361200_1,248,1-248,248,cog.000104,cls.000044,0
NZ_CP066064.1_543,GCF_016127975.1,WP_012361200_1,248,1-248,248,cog.000104,cls.000044,0
NZ_CP066289.1_333,GCF_016403265.1,WP_200973767_1,248,1-248,248,cog.000104,cls.000044,0
NZ_CP063191.1_1938,GCF_028609845.1,WP_112770274_1,266,1-266,266,cog.000104,cls.000044,0
NZ_CP136640.1_1927,GCF_032918165.1,WP_070761726_1,248,1-248,248,cog.000104,cls.000044,0
NZ_LT906481.1_1350,GCF_900187235.1,WP_012361200_1,248,1-248,248,cog.000104,cls.000044,0
NC_010545.1_161,GCF_000069945.1,WP_012359427_1,533,1-533,533,cog.000105,cls.000045,0
NC_020230.1_168,GCF_000338095.1,WP_012359427_1,533,1-533,533,cog.000105,cls.000045,0
NZ_CP065982.1_1651,GCF_016127095.1,WP_012359427_1,533,1-533,533,cog.000105,cls.000045,0
NZ_CP066064.1_333,GCF_016127975.1,WP_012359427_1,533,1-533,533,cog.000105,cls.000045,0
NZ_CP066289.1_117,GCF_016403265.1,WP_012359427_1,533,1-533,533,cog.000105,cls.000045,0
NZ_CP063191.1_138,GCF_028609845.1,WP_112769198_1,518,1-518,518,cog.000105,cls.000045,0
NZ_CP136640.1_144,GCF_032918165.1,WP_148811526_1,533,1-533,533,cog.000105,cls.000045,0
NZ_LT906481.1_1561,GCF_900187235.1,WP_012359427_1,533,1-533,533,cog.000105,cls.000045,0
NC_010545.1_447,GCF_000069945.1,WP_012359704_1,498,1-498,498,cog.000106,cls.000045,0
NC_020230.1_437,GCF_000338095.1,WP_015381318_1,498,1-498,498,cog.000106,cls.000045,0
NZ_CP065982.1_156,GCF_016127095.1,WP_015381318_1,498,1-498,498,cog.000106,cls.000045,0
NZ_CP066064.1_45,GCF_016127975.1,WP_012359704_1,498,1-498,498,cog.000106,cls.000045,0
NZ_CP066289.1_1800,GCF_016403265.1,WP_200973688_1,498,1-498,498,cog.000106,cls.000045,0
NZ_CP063191.1_1596,GCF_028609845.1,WP_181645853_1,471,1-471,471,cog.000106,cls.000045,0
NZ_CP136640.1_412,GCF_032918165.1,WP_317209777_1,498,1-498,498,cog.000106,cls.000045,0
NZ_LT906481.1_1849,GCF_900187235.1,WP_012359704_1,498,1-498,498,cog.000106,cls.000045,0
NC_010545.1_1718,GCF_000069945.1,WP_012361003_1,390,1-390,390,cog.000107,cls.000046,0
NC_020230.1_1667,GCF_000338095.1,WP_015381958_1,390,1-390,390,cog.000107,cls.000046,0
NZ_CP065982.1_1420,GCF_016127095.1,WP_015381958_1,390,1-390,390,cog.000107,cls.000046,0
NZ_CP066064.1_732,GCF_016127975.1,WP_012361003_1,390,1-390,390,cog.000107,cls.000046,0
NZ_CP066289.1_499,GCF_016403265.1,WP_015381958_1,390,1-390,390,cog.000107,cls.000046,0
NZ_CP063191.1_232,GCF_028609845.1,WP_112769312_1,331,1-331,331,cog.000107,cls.000046,0
NZ_CP136640.1_1759,GCF_032918165.1,WP_317209357_1,390,1-390,390,cog.000107,cls.000046,0
NZ_LT906481.1_1161,GCF_900187235.1,WP_012361003_1,390,1-390,390,cog.000107,cls.000046,0
NC_010545.1_1938,GCF_000069945.1,WP_012361227_1,359,1-359,359,cog.000108,cls.000046,0
NC_020230.1_1872,GCF_000338095.1,WP_015382114_1,359,1-359,359,cog.000108,cls.000046,0
NZ_CP065982.1_1784,GCF_016127095.1,WP_015382114_1,359,1-359,359,cog.000108,cls.000046,0
NZ_CP066064.1_516,GCF_016127975.1,WP_012361227_1,359,1-359,359,cog.000108,cls.000046,0
NZ_CP066289.1_306,GCF_016403265.1,WP_012361227_1,359,1-359,359,cog.000108,cls.000046,0
NZ_CP063191.1_1958,GCF_028609845.1,WP_273661140_1,353,1-353,353,cog.000108,cls.000046,0
NZ_CP136640.1_1953,GCF_032918165.1,WP_284781399_1,359,1-359,359,cog.000108,cls.000046,0
NZ_LT906481.1_1377,GCF_900187235.1,WP_012361227_1,359,1-359,359,cog.000108,cls.000046,0
NC_010545.1_1785,GCF_000069945.1,WP_012361079_1,448,1-448,448,cog.000109,cls.000047,0
NC_020230.1_1729,GCF_000338095.1,WP_015382003_1,448,1-448,448,cog.000109,cls.000047,0
NZ_CP065982.1_1483,GCF_016127095.1,WP_015382003_1,448,1-448,448,cog.000109,cls.000047,0
NZ_CP066064.1_665,GCF_016127975.1,WP_012361079_1,448,1-448,448,cog.000109,cls.000047,0
NZ_CP066289.1_434,GCF_016403265.1,WP_200973802_1,448,1-448,448,cog.000109,cls.000047,0
NZ_CP063191.1_1817,GCF_028609845.1,WP_112768482_1,433,1-433,433,cog.000109,cls.000047,0
NZ_CP136640.1_1820,GCF_032918165.1,WP_317209392_1,419,1-419,419,cog.000109,cls.000047,0
NZ_LT906481.1_1228,GCF_900187235.1,WP_012361079_1,448,1-448,448,cog.000109,cls.000047,0
NC_010545.1_1952,GCF_000069945.1,WP_012361242_1,107,1-107,107,cog.000110,cls.000048,0
NC_020230.1_1889,GCF_000338095.1,WP_012361242_1,107,1-107,107,cog.000110,cls.000048,0
NZ_CP065982.1_1799,GCF_016127095.1,WP_012361242_1,107,1-107,107,cog.000110,cls.000048,0
NZ_CP066064.1_502,GCF_016127975.1,WP_012361242_1,107,1-107,107,cog.000110,cls.000048,0
NZ_CP066289.1_290,GCF_016403265.1,WP_012361242_1,107,1-107,107,cog.000110,cls.000048,0
NZ_CP063191.1_1972,GCF_028609845.1,WP_112769010_1,115,1-115,115,cog.000110,cls.000048,0
NZ_CP136640.1_1968,GCF_032918165.1,WP_148811419_1,107,1-107,107,cog.000110,cls.000048,0
NZ_LT906481.1_1391,GCF_900187235.1,WP_012361242_1,107,1-107,107,cog.000110,cls.000048,0
NC_010545.1_1912,GCF_000069945.1,WP_041628536_1,128,1-128,128,cog.000111,cls.000048,0
NC_020230.1_1846,GCF_000338095.1,WP_043951945_1,128,1-128,128,cog.000111,cls.000048,0
NZ_CP065982.1_1758,GCF_016127095.1,WP_043951945_1,128,1-128,128,cog.000111,cls.000048,0
NZ_CP066064.1_542,GCF_016127975.1,WP_041628536_1,128,1-128,128,cog.000111,cls.000048,0
NZ_CP066289.1_332,GCF_016403265.1,WP_070757873_1,128,1-128,128,cog.000111,cls.000048,0
